66475
-73.1665157673355,-36.9699033389998
-73.1772354809999,-36.9850399719999
-73.1800837879999,-36.9908993469999
-73.1793106759999,-37.0013973939999
-73.1772354809999,-37.0105119769999
-73.1715388659999,-37.0269507789999
-73.1733292309999,-37.0763485659999
-73.2090551419999,-37.1602515599999
-73.2369685539999,-37.1915015599999
-73.2825821609999,-37.2140438779999
-73.3199356759999,-37.2235653629999
-73.3616837229999,-37.2277157529999
-73.3884985019999,-37.2347958309999
-73.4033910799999,-37.2365861959999
-73.4284561839999,-37.2271460919999
-73.448801236,-37.2413876279999
-73.4606827459999,-37.2419572899999
-73.4673966139999,-37.2346330709999
-73.4665421209999,-37.2252743469999
-73.4647110669999,-37.2155087219999
-73.4681290359999,-37.2072079409999
-73.4776912099999,-37.2047665339999
-73.5025121739999,-37.2077776019999
-73.5428360669999,-37.1891415339999
-73.5467016269999,-37.1867815079999
-73.5569962229999,-37.1827938779999
-73.5659073559999,-37.1740048159999
-73.5779923169999,-37.1588680969999
-73.5944718089999,-37.1524390599999
-73.6075740229999,-37.1554501279999
-73.6203507149999,-37.1662736959999
-73.6357315749999,-37.1833635399999
-73.6446427069999,-37.2014299459999
-73.6463110019999,-37.2687313779999
-73.6535538399999,-37.2902971329999
-73.6756892569999,-37.3262671849999
-73.6804093089999,-37.3478329409999
-73.6717830069999,-37.3625627579999
-73.6114802729999,-37.4126929669999
-73.6033422519999,-37.4289690079999
-73.5992732409999,-37.4478492169999
-73.5978897779999,-37.4918759089999
-73.6041153639999,-37.5123837219999
-73.6190486319999,-37.5270321589999
-73.653146939,-37.5498999979999
-73.6665746739999,-37.5636532529999
-73.6776423819999,-37.5793596329999
-73.685129361,-37.5984026019999
-73.6878555979999,-37.6216773419999
-73.6844783189999,-37.6317684879999
-73.669504361,-37.6524390599999
-73.6661677729999,-37.6627743469999
-73.6680802069999,-37.7194149719999
-73.6665746739999,-37.7255184879999
-73.6599828769999,-37.7347958309999
-73.651926236,-37.7413876279999
-73.6317032539999,-37.7510718729999
-73.6220597,-37.7587216129999
-73.5576879549999,-37.8461239559999
-73.5032445949999,-37.9332821589999
-73.4706925119999,-38.0118954409999
-73.4629613919999,-38.0512020809999
-73.4627986319999,-38.0917294249999
-73.4818009109999,-38.2180315079999
-73.4857478509999,-38.2273088519999
-73.494943814,-38.2343075499999
-73.5050349599999,-38.2400041649999
-73.5121964179999,-38.2450497379999
-73.5199275379999,-38.2577450499999
-73.5206599599999,-38.2670223939999
-73.5079646479999,-38.3067359349999
-73.5091039699999,-38.3165015599999
